type,title,release_year,duration,listed_in,description
Movie,Tim Allen: ReWires America,1991,30 min,Stand-Up Comedy,"Standup star Tim Allen storms the stage for a set chock-full of observations about powerful cars, beautiful lawns and more of the things he loves."
Movie,Todd Glass: Stand-Up Special,2012,46 min,Stand-Up Comedy,"Standup comedian Todd Glass gets right down to it, with sly observations on accepting directions, denying compliments and being afraid of the dark."
Movie,Tom Papa Live in New York City,2011,57 min,Stand-Up Comedy,"Comedian Tom Papa riffs on the trials of married life, fatherhood in the 21st century, domestic pets and more in his stand-up show."
Movie,Vir Das: Losing It,2018,68 min,Stand-Up Comedy,"The world's got a lot of problems, but Vir Das has a lot of answers as he discusses travel, religion, his childhood and more in this stand-up special."
Movie,RUSSELL BRAND: RE:BIRTH,2018,63 min,Stand-Up Comedy,Russell Brand gets loquacious in London as he ruminates on the state of the world and marvels over how his life changed the moment he became a father.
Movie,Trevor Noah: Son of Patricia,2018,64 min,Stand-Up Comedy,"""Daily Show"" host Trevor Noah touches on tacos, runaway snakes, camping, racism immunity and lessons he learned from his mother in this comedy special."
Movie,John Leguizamo's Latin History for Morons,2018,90 min,Stand-Up Comedy,"In this one-man Broadway show, John Leguizamo finds humor and heartbreak as he traces 3,000 years of Latin history in an effort to help his bullied son."
Movie,"Edmilson Filho: Notas, Comedy about Relationships",2017,80 min,Stand-Up Comedy,"Brazilian comedian Edmilson Filho walks his audience through the stages of a modern relationship, playing up the differences between men and women."
Movie,Katt Williams: The Pimp Chronicles: Pt. 1,2006,45 min,Stand-Up Comedy,"In this 2006 show, comic Katt Williams uses his edgy style and personal experiences to paint a sassy, hilarious portrait of life in black America."
Movie,Marc Maron: Thinky Pain,2013,95 min,Stand-Up Comedy,"Alternative comic Marc Maron is back on stage in New York to talk Chinese food, drug abuse, sex in hotel rooms and life with his girlfriend."
