type,title,release_year,duration,listed_in,description
Movie,Hide and Seek,2016,104 min,Thrillers,"While living a comfortable life with his wife and child, a germophobic man realizes his estranged brother may have committed a terrible crime."
Movie,Inconceivable,2017,106 min,Thrillers,A couple trying to conceive invite a woman with a mysterious past to move in with them. But it's an invitation they might come to regret.
Movie,John Day,2013,125 min,Thrillers,"A bank manager and his wife, still grieving over their daughter who died in a fire, become pawns in a bank heist with ties to corruption and fraud."
Movie,Kaleidoscope,2016,99 min,Thrillers,A quiet ex-con's tenuous grip on reality starts to slip when his manipulative mother brings out a part of him he hoped to leave behind.
Movie,Kiss the Girls,1997,116 min,Thrillers,A forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.
Movie,Knowing,2009,121 min,Thrillers,An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.
Movie,Lady in the Water,2006,110 min,Thrillers,"When an apartment building manager discovers a water nymph in the complex's swimming pool, he tries to help her return to her mythical home."
Movie,Lizzie Borden Took an Ax,2014,87 min,Thrillers,"This made-for-TV drama chronicles the scandal and enduring mystery surrounding Lizzie Borden, who was tried in 1892 for axing her parents to death."
Movie,Ma Chu Ka,2017,117 min,Thrillers,The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception.
Movie,Madre,2016,95 min,Thrillers,"Pregnant and overwhelmed, Diana hires a caretaker for her son with severe autism. But she soon begins to fear the new nanny has sinister intentions."
Movie,Money,2016,84 min,Thrillers,"Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand."
Movie,Only God Forgives,2013,90 min,Thrillers,"When a cop kills the brother of an expat American gangster who runs a Bangkok fight club, his crime-boss mother flies in to supervise revenge."
Movie,Panic Room,2002,112 min,Thrillers,A woman and her daughter are caught in a game of cat-and-mouse with burglars in their New York City home and are forced to retreat inside a vault.
Movie,Perfect Stranger,2007,109 min,Thrillers,Ro risks her life to discover the identity of a stranger lurking on the Internet who might hold the answers to her friend's murder.
Movie,Running Out Of Time,2018,88 min,Thrillers,"Held hostage by men searching for a secret her late husband left behind, a recent widow and her family race against time to find a way out."
Movie,Sliver,1993,107 min,Thrillers,"A divorcée moves into a high-rise with a sordid past and begins a steamy affair with her neighbor, unaware that her every move is being monitored."
Movie,Staged Killer,2019,88 min,Thrillers,"After a popular morning television host bumps into an old acquaintance with a dark past, her professional and personal lives begin to unravel."
Movie,Suicide (Hitabdut),2014,114 min,Thrillers,"A failed businessman must kill himself to pay off a loan shark or his family will die, but a detective discovers the case turns on a shocking secret."
Movie,Tarif de nuit,2015,81 min,Thrillers,"A night out in Paris quickly unravels when two friends provoke the wrong taxi driver, who's after something bigger than cab fare."
Movie,The Box,2009,116 min,Thrillers,A couple must decide whether to push a button that will net them a million dollars but that will also cause the death of a complete stranger.
Movie,The Bygone,2019,106 min,Thrillers,"His way of life under threat due to the oil fracking boom, a young rancher defends a Lakota woman and becomes entangled in human trafficking."
