type,title,release_year,duration,listed_in,description
TV Show,Abby Hatcher,2019,1 Season,Kids TV,"A big-hearted girl helps her Fuzzly friends who live in her family's hotel with exploring feelings, fixing mishaps and embracing their special quirks."
TV Show,Trotro,2004,1 Season,Kids TV,"Trotro the donkey may be opinionated, but he's as sweet as can be in this animated series that's full of lessons for children."
TV Show,Alexa & Katie,2020,4 Seasons,Kids TV,"Alexa is battling cancer. But with her best friend, Katie, by her side, she's also starting high school – and ready for whatever comes next."
TV Show,Reality Z,2020,1 Season,TV Horror,"With Rio de Janeiro under a zombie attack, reality show contestants shelter in a TV studio, where they must deal with more than flesh-eating hordes."
TV Show,Mako Mermaids: An H2O Adventure,2016,4 Seasons,Kids TV,"This ""H2O"" sequel follows Zac, a boy who accidentally turns into a merman and threatens the existence of three young mermaids who guard Mako Island."
TV Show,She-Ra and the Princesses of Power,2020,5 Seasons,Kids TV,"Soldier Adora finds a magic sword – and her identity as legendary hero She-Ra. She joins the Rebellion, but her best friend stays with the evil Horde."
TV Show,Strangers from Hell,2019,1 Season,TV Horror,Unpleasant events disturb the life of an aspiring crime fiction writer when he becomes a resident of an apartment building teeming with shady neighbors.
TV Show,The Wiggles,2015,2 Seasons,Kids TV,"The top band for preschool kids, The Wiggles, entertains tots with spirited music, simple choreography and whimsical adventures."
TV Show,True: Terrific Tales,2020,1 Season,Kids TV,"Through the magic of the Story Spinner, True and her friends create their own versions of Pinocchio, Little Red Riding Hood and other classic tales."
TV Show,The Hollow,2020,2 Seasons,Kids TV,"Three teens join forces to find a way home after waking up in a strange realm filled with magic portals, perplexing puzzles and vicious beasts."
TV Show,Masha and the Bear,2019,4 Seasons,Kids TV,"Lively little Masha lives near the forest, where she has many wonderful adventures with her best friend, a bear who used to be in the circus."
TV Show,Oh Yuck,2020,1 Season,Kids TV,"Using a concoction of cartoons, comedy and live action, Dr. Yuck and his eccentric lab mates investigate the science behind the planet's ickiest things."
TV Show,DreamWorks Spooky Stories: Volume 2,2011,1 Season,Kids TV,"The Shrek characters parody the music video ""Thriller""; B.O.B. and pals battle zombie carrots; and Megamind faces the effects of the Button of Doom."
TV Show,ChuChu TV Nursery Rhymes & Kids Songs (Hindi),2019,1 Season,Kids TV,This educational series for tiny tots features a toe-tapping spin on nursery rhymes with upbeat tunes and a diverse set of easy-to-follow lessons.
TV Show,Akbar Birbal,2019,1 Season,Kids TV,"From battles of wit to fights for justice, Emperor Akbar and his trusty advisor Birbal display their unique bond through adventures in Mughal-era India."
TV Show,Bal Ganesh,2019,1 Season,Kids TV,"Watch Ganesh destroy demons, disarm invaders and defeat dacoits in this series based on the mythological Hindu elephant god’s childhood."
TV Show,Tree House Tales,2019,1 Season,Kids TV,"From the virtue of politeness to the dangers of social media, life is full of valuable lessons for a group of friends navigating the journey of growing up."
TV Show,Barbie Dreamhouse Adventures: Go Team Roberts,2020,2 Seasons,Kids TV,"As the Roberts family heads to Costa Rica to investigate a mermaid legend, Barbie takes on a summer job at a water park run by a devious boss."
TV Show,Archibald's Next Big Thing,2020,2 Seasons,Kids TV,"Happy-go-lucky chicken Archibald may not remember to do his chores, but he never forgets to have fun. After all, life's an adventure!"
